lookback,batchsize,updates,threshold,numfilters,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,23,7,0.1,16,0.132810299,0.33521819,0.311369425,0.044143038
18,23,7,0.1,18,0.128073586,0.32483796,0.323032644,0.044961265
18,23,7,0.1,20,0.126368559,0.317677541,0.303077048,0.043615721
18,23,7,0.5,16,0.132810299,0.33521819,0.336221312,0.049867789
18,23,7,0.5,18,0.128073586,0.32483796,0.409013863,0.052465135
18,23,7,0.5,20,0.126368559,0.317677541,0.452651562,0.044780894
18,25,5,0,16,0.140966651,0.317910143,0.279664385,0.031828402
18,25,5,0,18,0.125616867,0.32494159,0.300975342,0.034751067
18,25,5,0,20,0.134359081,0.3193303,0.452861752,0.032876158
18,25,5,0.1,16,0.140966651,0.317910143,0.244987354,0.032459684
18,25,5,0.1,18,0.125616867,0.32494159,0.262777857,0.033170379
18,25,5,0.1,20,0.134359081,0.3193303,0.246148344,0.033473293
18,25,5,0.5,16,0.140966651,0.317910143,0.271096583,0.038503606
18,25,5,0.5,18,0.125616867,0.32494159,0.332152581,0.037681561
18,25,5,0.5,20,0.134359081,0.3193303,0.347808418,0.035772088
18,25,6,0,16,0.140966651,0.317910143,0.304314092,0.038155409
18,25,6,0,18,0.125616867,0.32494159,0.227776985,0.039165414
18,25,6,0,20,0.134359081,0.3193303,0.460571397,0.038780237
18,25,6,0.1,16,0.140966651,0.317910143,0.279490356,0.037954308
18,25,6,0.1,18,0.125616867,0.32494159,0.32650844,0.03869829
18,25,6,0.1,20,0.134359081,0.3193303,0.327456883,0.038777084
18,25,6,0.5,16,0.140966651,0.317910143,0.274607351,0.04310953
18,25,6,0.5,18,0.125616867,0.32494159,0.273795625,0.043918527
18,25,6,0.5,20,0.134359081,0.3193303,0.29187384,0.045936941
18,25,7,0,16,0.140966651,0.317910143,0.269967791,0.043469509
18,25,7,0,18,0.125616867,0.32494159,0.259485365,0.044977944
18,25,7,0,20,0.134359081,0.3193303,0.274488607,0.045054096
18,25,7,0.1,16,0.140966651,0.317910143,0.278330354,0.044080902
18,25,7,0.1,18,0.125616867,0.32494159,0.311502188,0.044780315
18,25,7,0.1,20,0.134359081,0.3193303,0.33766317,0.044725981
18,25,7,0.5,16,0.140966651,0.317910143,0.267004107,0.052661598
18,25,7,0.5,18,0.125616867,0.32494159,0.299357134,0.050753234
18,25,7,0.5,20,0.134359081,0.3193303,0.348501788,0.050514755
